,id,city,district,road,community,price,rentalMethod,houseType,roomType,areaSize,decorateType,ori,floorInfo,hasRefrigerator,hasWashingMachine,hasBalcony,hasCook,hasAirConditioner,hasWaterHeater,hasBed,hasWardrobe,hasSofa,hasWifi,traffic,bedroomNum,bathroomNum,hallsNum
914,915,武汉,洪山,珞瑜东路,祥和雅居,1400,整租,普通住宅,1室0厅1卫,49.0,精装修,朝南,中层(共23层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,0
915,916,武汉,洪山,白沙洲,韵湖春晓,2300,整租,普通住宅,2室2厅2卫,126.0,精装修,朝南,中层(共24层),1,1,1,1,1,1,1,1,1,0,7号线,2,2,2
916,917,武汉,青山,余家头,林湘新苑,1000,合租,普通住宅,4室2厅2卫,15.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,5号线,4,2,2
917,918,武汉,江岸,后湖,雷苑小区,999,合租,普通住宅,5室1厅3卫,25.0,精装修,朝南,高层(共12层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,5,3,1
918,919,武汉,硚口,古田,招商江湾国际,3400,整租,普通住宅,3室2厅1卫,108.0,精装修,东南,中层(共33层),1,1,1,1,1,1,1,1,1,0,1号线,3,1,2
919,920,武汉,洪山,关西,金地雄楚一号,3000,整租,普通住宅,2室1厅1卫,70.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,,2,1,1
920,921,武汉,黄陂,盘龙城,珩生领袖城,550,合租,普通住宅,3室1厅1卫,20.0,精装修,朝南,中层(共22层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,1,1
921,922,武汉,江夏,东湖高新,三眼桥社区(江夏),1000,整租,普通住宅,1室1厅1卫,34.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
922,923,武汉,江岸,二七路,航天双城,1290,合租,普通住宅,4室1厅2卫,20.0,豪华装修,朝南,低层(共28层),1,1,1,1,1,1,1,1,0,1,1/3号线,4,2,1
923,924,武汉,青山,建设七路,招商一江璟城(商住楼),1800,整租,普通住宅,1室0厅1卫,59.2,精装修,朝南,高层(共41层),1,1,1,1,1,1,1,1,1,1,5号线,1,1,0
924,925,武汉,洪山,光谷东,龙湖新壹城,1400,整租,普通住宅,1室0厅1卫,20.0,精装修,朝南,中层(共11层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,0
925,926,武汉,洪山,光谷广场,光谷ONE39,1200,合租,普通住宅,4室1厅4卫,20.0,精装修,朝南,高层(共44层),1,1,0,1,1,1,1,0,1,1,2号线,4,4,1
926,927,武汉,江夏,东湖高新,旭辉御府(别墅),800,合租,普通住宅,4室0厅4卫,20.0,精装修,朝南,共3层,0,1,1,0,1,1,1,1,0,1,,4,4,0
927,928,武汉,武昌,中北路,楚汉新居,500,合租,普通住宅,3室1厅1卫,23.0,精装修,朝南,高层(共30层),1,1,1,1,1,1,1,1,1,1,4/8号线,3,1,1
928,929,武汉,洪山,光谷东,光谷188国际社区,1200,合租,普通住宅,3室2厅2卫,24.0,精装修,朝南,低层(共33层),1,1,0,1,1,1,1,1,1,1,11号线,3,2,2
929,930,武汉,江岸,百步亭,百步亭现代城公寓,1600,整租,公寓,1室1厅1卫,45.0,精装修,朝南,中层(共24层),1,1,1,1,1,1,1,1,1,1,1号线,1,1,1
930,931,武汉,武昌,积玉桥,江南明珠园,950,合租,普通住宅,4室1厅2卫,26.0,精装修,朝南,低层(共12层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,4,2,1
931,932,武汉,武昌,积玉桥,桂花公寓,400,合租,普通住宅,3室1厅1卫,15.0,简单装修,朝南,高层(共7层),1,1,0,1,1,1,1,1,0,0,2/5/7号线,3,1,1
932,933,武汉,江汉,唐家墩,万达广场住宅小区,3300,整租,普通住宅,2室2厅1卫,92.0,豪华装修,朝南,低层(共28层),1,1,1,1,1,1,1,1,1,0,2/3/6号线,2,1,2
933,934,武汉,洪山,欢乐谷,铁机新居,850,合租,普通住宅,5室1厅3卫,25.0,精装修,朝南,中层(共33层),0,1,1,0,1,1,1,1,0,1,,5,3,1
934,935,武汉,武昌,丁字桥,鸿岭花园东区,950,合租,普通住宅,4室1厅1卫,20.0,精装修,朝南,低层(共23层),1,1,1,1,1,1,1,1,1,1,8号线,4,1,1
935,936,武汉,黄陂,盘龙城,天纵城,1800,整租,普通住宅,3室2厅1卫,110.0,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,,3,1,2
936,937,武汉,洪山,关西,文豪苑,750,合租,普通住宅,4室1厅2卫,15.0,精装修,朝南,高层(共7层),1,1,1,1,1,1,1,1,1,1,2号线,4,2,1
937,938,武汉,江汉,汉口火车站,新华家园文锦苑,2700,整租,普通住宅,2室2厅1卫,100.0,精装修,南北,中层(共11层),1,1,1,1,1,1,1,1,1,0,2号线,2,1,2
938,939,武汉,江汉,新华路,中央锦城,750,合租,普通住宅,3室1厅1卫,100.0,精装修,朝南,低层(共22层),1,1,1,1,1,1,1,1,1,1,6号线,3,1,1
939,940,武汉,洪山,光谷东,碧桂园云境,800,合租,普通住宅,4室1厅2卫,15.0,精装修,朝南,中层(共34层),1,1,1,1,1,1,1,1,1,1,,4,2,1
940,941,武汉,洪山,光谷东,花城家园竹园,1300,整租,普通住宅,3室2厅1卫,100.0,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,,3,1,2
941,942,武汉,江汉,常青,万景国际,700,合租,普通住宅,7室1厅3卫,18.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,2/3号线,7,3,1
942,943,武汉,江汉,前进/江汉,逸安公寓,600,合租,普通住宅,3室1厅2卫,26.0,精装修,朝南,中层(共26层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,3,2,1
943,944,武汉,江夏,东湖高新,现代森林小镇,2500,整租,普通住宅,2室2厅1卫,80.0,简单装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,0,2号线,2,1,2
944,945,武汉,洪山,光谷东,世界城创世界,1300,整租,普通住宅,1室0厅1卫,40.0,精装修,朝南,高层(共19层),1,1,0,1,1,1,1,1,1,1,11号线,1,1,0
945,946,武汉,江夏,东湖高新,三眼桥社区(江夏),1500,整租,普通住宅,2室2厅1卫,80.0,简单装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
946,947,武汉,江汉,杨汊湖,福星华府誉境,730,合租,普通住宅,4室1厅2卫,11.0,精装修,朝南,低层(共55层),1,1,1,1,1,1,1,1,1,1,2/6号线,4,2,1
947,948,武汉,江汉,万松园,新业大厦,780,合租,普通住宅,3室1厅2卫,15.0,精装修,朝南,中层(共8层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,2,1
948,949,武汉,洪山,光谷东,世界城创世界,1300,整租,普通住宅,1室0厅1卫,40.0,精装修,朝南,高层(共19层),1,1,0,1,1,1,1,1,1,1,11号线,1,1,0
949,950,武汉,汉阳,七里庙,汉阳七里铁路和谐家园,2000,整租,普通住宅,2室2厅1卫,96.0,精装修,南北,高层(共33层),1,1,1,1,1,1,1,1,1,1,4号线,2,1,2
950,951,武汉,洪山,光谷东,万科紫悦湾,2200,整租,普通住宅,3室2厅1卫,80.0,精装修,朝南,高层(共26层),1,1,1,1,1,1,1,1,1,1,,3,1,2
951,952,武汉,洪山,新南湖,珞珈雅苑,1260,合租,普通住宅,4室1厅2卫,15.0,精装修,朝南,中层(共29层),1,1,0,1,1,1,1,1,0,1,8号线,4,2,1
952,953,武汉,江夏,金融港,关南社区四期,2850,整租,普通住宅,3室1厅1卫,100.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,0,2/11号线,3,1,1
953,954,武汉,江汉,汉口火车站,福星华府三期峯境,1360,合租,普通住宅,4室1厅2卫,18.0,精装修,朝南,低层(共44层),0,0,0,0,1,0,1,1,0,0,6号线,4,2,1
954,955,武汉,沌口开发区,郭徐岭广场,滨湖社区,800,合租,普通住宅,4室1厅2卫,20.3,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,,4,2,1
955,956,武汉,青山,建设七路,招商一江璟城(商住楼),1800,整租,普通住宅,1室0厅1卫,59.2,精装修,朝南,高层(共41层),1,1,1,1,1,1,1,1,1,1,5号线,1,1,0
956,957,武汉,武昌,中南路,中建广场,3000,整租,普通住宅,1室1厅1卫,65.0,精装修,南北,中层(共29层),1,1,1,1,1,1,1,1,1,1,2/4号线,1,1,1
957,958,武汉,武昌,积玉桥,桂花公寓,400,合租,普通住宅,3室1厅1卫,15.0,简单装修,朝南,高层(共7层),1,1,0,1,1,1,1,1,0,0,2/5/7号线,3,1,1
958,959,武汉,江汉,前进/江汉,宝利金中央荣御,3500,整租,普通住宅,2室1厅1卫,123.3,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,2,1,1
959,960,武汉,江汉,新华路,中央锦城,750,合租,普通住宅,3室1厅1卫,100.0,精装修,朝南,低层(共22层),1,1,1,1,1,1,1,1,1,1,6号线,3,1,1
960,961,武汉,黄陂,盘龙城,歌林花园,550,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,低层(共22层),1,1,1,1,1,1,1,1,1,1,2/7号线,4,2,1
961,962,武汉,东西湖,将军路,金地北辰阅风华,1430,合租,普通住宅,4室1厅2卫,18.0,精装修,朝南,低层(共33层),0,0,0,0,1,0,1,1,0,0,2号线,4,2,1
962,963,武汉,武昌,积玉桥,尚隆地球村,660,合租,普通住宅,3室1厅1卫,25.0,精装修,朝南,中层(共7层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,3,1,1
963,964,武汉,沌口开发区,郭徐岭广场,新都国际嘉园,750,合租,普通住宅,4室1厅2卫,25.0,精装修,朝南,高层(共10层),1,1,1,1,1,1,1,1,1,1,3号线,4,2,1
964,965,武汉,江岸,百步亭,百步亭现代城公寓,1600,整租,公寓,1室1厅1卫,45.0,精装修,朝南,中层(共24层),1,1,1,1,1,1,1,1,1,1,1号线,1,1,1
965,966,武汉,洪山,光谷广场,风度柏林,3000,整租,普通住宅,3室2厅2卫,125.4,简单装修,朝南,低层(共44层),1,1,1,1,1,1,1,1,1,1,2号线,3,2,2
966,967,武汉,江夏,东湖高新,旭辉御府,860,合租,普通住宅,3室2厅1卫,15.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,2
967,968,武汉,洪山,光谷广场,光谷ONE39,1200,合租,普通住宅,4室1厅4卫,20.0,精装修,朝南,高层(共44层),1,1,0,1,1,1,1,0,1,1,2号线,4,4,1
968,969,武汉,洪山,关西,康卓新城,3000,整租,普通住宅,3室2厅2卫,102.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,3,2,2
969,970,武汉,洪山,光谷软件园,清江山水,600,合租,普通住宅,6室0厅4卫,14.0,简单装修,朝南,高层(共33层),0,1,1,0,1,1,1,1,1,1,,6,4,0
970,971,武汉,洪山,广埠屯,东湖楚天府(商住楼),2300,整租,普通住宅,1室1厅1卫,48.0,精装修,南北,低层(共35层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
971,972,武汉,武昌,东亭,东亭黄鹂苑,2000,整租,普通住宅,2室0厅1卫,50.0,精装修,朝南,低层(共34层),1,1,1,1,1,1,1,1,1,1,4/8号线,2,1,0
972,973,武汉,硚口,古田,广电兰亭荣荟翠园,800,合租,其他,5室1厅2卫,23.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,1,1,,5,2,1
973,974,武汉,沌口开发区,沌口周边,薛峰社区,800,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,中层(共6层),1,1,0,1,1,1,1,1,1,1,,4,2,1
974,975,武汉,武昌,丁字桥,中南欢乐汇,1700,整租,普通住宅,1室1厅1卫,42.9,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2/4号线,1,1,1
975,976,武汉,江岸,后湖,塔子湖锦绣家园幽兰苑,2000,整租,普通住宅,2室1厅1卫,80.0,精装修,朝南,中层(共26层),1,1,1,1,1,1,1,1,1,1,8号线,2,1,1
976,977,武汉,沌口开发区,江汉大学,泰合百花公园,900,合租,普通住宅,4室1厅2卫,23.0,精装修,朝南,高层(共7层),1,1,0,1,1,1,1,1,0,1,3/6号线,4,2,1
977,978,武汉,洪山,珞瑜东路,祥和雅居,1400,整租,普通住宅,1室1厅1卫,40.0,精装修,朝南,低层(共25层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
978,979,武汉,武昌,丁字桥,中南欢乐汇,1700,整租,普通住宅,1室1厅1卫,42.9,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2/4号线,1,1,1
979,980,武汉,江夏,流芳,佛祖岭(G区),1400,整租,其他,1室1厅1卫,40.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
980,981,武汉,洪山,白沙洲,清江锦城玺园,1700,整租,普通住宅,2室1厅1卫,75.4,精装修,南北,中层(共34层),1,1,1,1,1,1,1,1,1,0,5号线,2,1,1
981,982,武汉,洪山,光谷东,光谷航天城,2000,整租,普通住宅,2室2厅1卫,85.0,精装修,朝南,低层(共27层),1,1,1,1,1,1,1,1,1,1,,2,1,2
982,983,武汉,沌口开发区,郭徐岭广场,新都国际嘉园,750,合租,普通住宅,4室1厅2卫,25.0,精装修,朝南,高层(共10层),1,1,1,1,1,1,1,1,1,1,3号线,4,2,1
983,984,武汉,武昌,积玉桥,江南明珠园,950,合租,普通住宅,4室1厅2卫,26.0,精装修,朝南,低层(共12层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,4,2,1
984,985,武汉,武昌,中北路,复地东湖国际(一二期),960,合租,普通住宅,3室1厅1卫,12.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,8号线,3,1,1
985,986,武汉,武昌,中北路,中国铁建1818中心,4500,整租,普通住宅,3室2厅1卫,108.8,简单装修,朝南,中层(共43层),1,1,1,1,1,1,1,1,1,1,4号线,3,1,2
986,987,武汉,洪山,光谷东,朗诗里程,2450,整租,普通住宅,3室2厅2卫,107.9,精装修,南北,高层(共18层),1,1,1,1,1,1,1,1,1,0,11号线,3,2,2
987,988,武汉,武昌,丁字桥,鸿岭花园东区,650,合租,其他,3室1厅2卫,20.0,精装修,朝南,高层(共28层),1,1,1,1,1,1,1,1,0,1,8号线,3,2,1
988,989,武汉,洪山,白沙洲,东原乐见城(K2地块),2750,整租,普通住宅,3室2厅2卫,107.0,精装修,南北,中层(共24层),0,0,0,0,0,0,0,0,0,0,7/8号线,3,2,2
989,990,武汉,洪山,光谷广场,风度柏林,3000,整租,普通住宅,3室2厅2卫,125.4,简单装修,朝南,低层(共44层),1,1,1,1,1,1,1,1,1,1,2号线,3,2,2
990,991,武汉,洪山,关西,南湖锦城,2100,整租,普通住宅,2室1厅1卫,80.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
991,992,武汉,武昌,丁字桥,时代花园西区,3800,整租,普通住宅,3室2厅1卫,90.0,精装修,南北,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,3,1,2
992,993,武汉,江汉,汉口火车站,万丰花园,1100,合租,普通住宅,3室1厅2卫,18.0,精装修,朝南,高层(共8层),1,1,1,1,1,1,1,1,1,1,6号线,3,2,1
993,994,武汉,东西湖,吴家山,西湖庭苑,2800,整租,普通住宅,4室2厅2卫,145.1,精装修,南北,高层(共11层),1,1,1,1,1,1,1,1,1,0,1号线,4,2,2
994,995,武汉,硚口,古田,永利新城北苑,699,合租,普通住宅,5室1厅2卫,16.0,精装修,朝南,低层(共32层),0,1,0,1,1,1,1,1,0,1,1号线,5,2,1
995,996,武汉,沌口开发区,郭徐岭广场,香格里居,800,合租,普通住宅,4室1厅2卫,20.0,精装修,朝南,低层(共6层),1,1,1,1,1,1,1,1,1,1,3号线,4,2,1
996,997,武汉,洪山,广埠屯,东湖楚天府(商住楼),2300,整租,普通住宅,1室1厅1卫,48.0,精装修,南北,低层(共35层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
997,998,武汉,武昌,中北路,复地东湖国际四期,600,合租,普通住宅,3室1厅2卫,25.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,4/8号线,3,2,1
998,999,武汉,硚口,古田,广电兰亭荣荟翠园,800,合租,其他,5室1厅2卫,23.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,1,1,,5,2,1
999,1000,武汉,江夏,金融港,谷尚居,1800,整租,普通住宅,2室1厅1卫,79.4,简单装修,南北,中层(共11层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
1000,1001,武汉,汉阳,四新,观澜国际,2100,整租,普通住宅,2室2厅1卫,78.2,精装修,朝南,中层(共34层),0,0,0,0,0,0,0,0,0,0,,2,1,2
1001,1002,武汉,洪山,光谷东,龙湖新壹城,900,合租,普通住宅,2室0厅2卫,30.0,精装修,朝南,低层(共15层),1,1,1,1,1,1,1,1,1,1,11号线,2,2,0
1002,1003,武汉,蔡甸,蔡甸城区,青澳都市尚巢,1300,合租,普通住宅,2室1厅2卫,20.0,精装修,朝南,高层(共18层),1,1,1,1,1,1,1,1,1,1,3号线,2,2,1
1003,1004,武汉,江夏,流芳,万年台社区,1600,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1004,1005,武汉,汉阳,建港,万福国际广场,1260,合租,普通住宅,4室1厅2卫,15.8,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,1,1,6号线,4,2,1
1005,1006,武汉,江夏,流芳,万年台社区,1000,整租,普通住宅,1室1厅1卫,60.0,豪华装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1006,1007,武汉,武昌,积玉桥,尚隆地球村,660,合租,普通住宅,3室1厅1卫,25.0,精装修,朝南,中层(共7层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,3,1,1
1007,1008,武汉,沌口开发区,沌口周边,薛峰社区,800,合租,普通住宅,4室1厅2卫,23.0,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,,4,2,1
1008,1009,武汉,江岸,百步亭,统建新干线,1030,合租,普通住宅,3室1厅1卫,16.0,精装修,朝南,高层(共31层),1,1,1,1,1,1,1,1,0,1,1/阳逻号线,3,1,1
1009,1010,武汉,硚口,古田,永利新城西苑,1799,整租,普通住宅,2室2厅1卫,85.0,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,0,1号线,2,1,2
1010,1011,武汉,江岸,后湖,同安家园,1999,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,中层(共30层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,2,1,2
1011,1012,武汉,洪山,白沙洲,东原乐见城(K2地块),2750,整租,普通住宅,3室2厅2卫,107.0,精装修,南北,中层(共24层),0,0,0,0,0,0,0,0,0,0,7/8号线,3,2,2
1012,1013,武汉,洪山,光谷东,龙湖新壹城,900,合租,普通住宅,2室0厅2卫,30.0,精装修,朝南,低层(共15层),1,1,1,1,1,1,1,1,1,1,11号线,2,2,0
1013,1014,武汉,江岸,台北香港路,观湖铂金公寓,2000,整租,普通住宅,1室1厅1卫,50.5,精装修,南北,低层(共24层),1,1,1,1,1,1,1,1,1,1,2/3/6/7号线,1,1,1
1014,1015,武汉,武昌,东亭,东亭黄鹂苑,2000,整租,普通住宅,2室0厅1卫,50.0,精装修,朝南,低层(共34层),1,1,1,1,1,1,1,1,1,1,4/8号线,2,1,0
1015,1016,武汉,武昌,徐东,团结名居桔园,500,合租,普通住宅,4室1厅2卫,23.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,5/7/8号线,4,2,1
1016,1017,武汉,汉阳,升官渡,保利香颂,690,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,3号线,3,1,1
1017,1018,武汉,硚口,古田,广电兰亭荣荟翠园,680,合租,普通住宅,5室1厅2卫,18.0,精装修,朝南,低层(共32层),0,1,0,0,1,1,1,1,0,1,,5,2,1
1018,1019,武汉,江夏,藏龙岛,保利清能西海岸(南区),1800,整租,普通住宅,2室2厅1卫,77.1,精装修,南北,高层(共30层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1019,1020,武汉,洪山,白沙洲,天地源城际花园(西区),1800,整租,普通住宅,2室2厅1卫,74.0,简单装修,南北,高层(共11层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1020,1021,武汉,洪山,光谷东,光谷188国际社区,3000,整租,普通住宅,3室2厅2卫,134.6,精装修,南北,低层(共33层),1,1,1,1,1,1,1,1,1,1,11号线,3,2,2
1021,1022,武汉,江夏,庙山,中锐滨湖尚城,1800,整租,普通住宅,3室2厅2卫,116.2,精装修,南北,中层(共33层),0,0,0,0,0,0,0,0,0,0,,3,2,2
1022,1023,武汉,武昌,中南路,楚天都市花园,600,合租,普通住宅,4室1厅2卫,22.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2/4/8号线,4,2,1
1023,1024,武汉,江夏,金融港,平安光谷春天,2100,整租,普通住宅,2室2厅1卫,78.5,简单装修,东南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,2
1024,1025,武汉,武昌,徐东,武铁佳苑(西区),799,合租,普通住宅,3室1厅1卫,26.0,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,1,8号线,3,1,1
1025,1026,武汉,洪山,关山,泛悦城,1060,合租,普通住宅,4室1厅2卫,15.0,精装修,朝南,中层(共57层),1,1,1,1,1,1,1,1,1,1,2号线,4,2,1
1026,1027,武汉,江夏,东湖高新,现代森林小镇,2200,整租,普通住宅,2室2厅1卫,70.0,精装修,南北,低层(共16层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,2
1027,1028,武汉,蔡甸,蔡甸城区,青澳都市尚巢,1300,合租,普通住宅,3室1厅2卫,25.0,精装修,朝南,高层(共18层),1,1,1,1,1,1,1,1,1,1,3号线,3,2,1
1028,1029,武汉,武昌,丁字桥,时代花园西区,3800,整租,普通住宅,3室2厅1卫,90.0,精装修,南北,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,3,1,2
1029,1030,武汉,武昌,中南路,南国悦公馆,2500,整租,普通住宅,1室1厅1卫,61.0,精装修,东南,低层(共30层),0,0,1,0,1,1,0,0,1,1,2/4/7/8号线,1,1,1
1030,1031,武汉,武昌,武昌火车站,凯旋名邸,2400,整租,普通住宅,2室2厅1卫,93.2,精装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,1,4/7号线,2,1,2
1031,1032,武汉,江夏,东湖高新,旭辉御府,3200,整租,普通住宅,4室2厅2卫,122.6,精装修,南北,高层(共34层),1,1,1,1,1,1,1,1,1,1,,4,2,2
1032,1033,武汉,江夏,纸坊,齐心今城(1期),580,合租,普通住宅,4室2厅2卫,22.0,精装修,朝南,低层(共22层),1,1,1,1,1,1,1,1,1,1,,4,2,2
1033,1034,武汉,黄陂,盘龙城,歌林花园,688,合租,普通住宅,3室1厅2卫,21.0,精装修,朝南,低层(共32层),1,1,1,1,1,1,1,1,1,1,2/7号线,3,2,1
1034,1035,武汉,江夏,文化大道,江郡华府,600,合租,普通住宅,4室1厅1卫,10.0,精装修,朝南,中层(共27层),1,1,1,1,1,1,1,1,1,1,7号线,4,1,1
1035,1036,武汉,洪山,光谷东,碧桂园生态城山湖间,2800,整租,普通住宅,3室2厅2卫,132.0,精装修,南北,中层(共18层),1,1,1,1,1,1,1,1,1,1,,3,2,2
1036,1037,武汉,硚口,古田,红星佳苑,1000,整租,普通住宅,1室1厅1卫,45.0,精装修,南北,低层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1037,1038,武汉,江岸,江岸周边,瑞云公馆,2000,整租,普通住宅,1室2厅2卫,50.0,精装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,0,8号线,1,2,2
1038,1039,武汉,江夏,流芳,万年台社区,1600,整租,普通住宅,2室2厅1卫,80.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1039,1040,武汉,江岸,江岸周边,石桥花园(D区),3000,整租,普通住宅,3室3厅1卫,100.0,精装修,朝南,高层(共36层),1,1,1,1,1,1,1,1,1,1,6号线,3,1,3
1040,1041,武汉,硚口,古田,团结佳兴园,700,合租,其他,5室1厅2卫,21.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,,5,2,1
1041,1042,武汉,江夏,文化大道,宜化星都汇,2000,整租,普通住宅,3室2厅1卫,88.5,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,7号线,3,1,2
1042,1043,武汉,蔡甸,蔡甸城区,青澳都市尚巢,1300,合租,普通住宅,2室1厅2卫,20.0,精装修,朝南,高层(共18层),1,1,1,1,1,1,1,1,1,1,3号线,2,2,1
1043,1044,武汉,洪山,白沙洲,东原乐见城(K2地块),2500,整租,普通住宅,3室2厅2卫,115.0,精装修,朝南,低层(共40层),1,1,1,1,1,1,1,1,1,0,7/8号线,3,2,2
1044,1045,武汉,洪山,光谷东,龙湖新壹城,900,合租,普通住宅,2室0厅2卫,30.0,精装修,朝南,低层(共15层),1,1,1,1,1,1,1,1,1,1,11号线,2,2,0
1045,1046,武汉,江夏,东湖高新,北大资源山水年华,800,合租,普通住宅,3室0厅3卫,18.0,精装修,朝南,中层(共8层),1,1,0,1,1,0,1,1,0,0,11号线,3,3,0
1046,1047,武汉,江夏,东湖高新,旭辉御府,3200,整租,普通住宅,4室2厅2卫,122.6,精装修,南北,高层(共34层),1,1,1,1,1,1,1,1,1,1,,4,2,2
1047,1048,武汉,江夏,庙山,南湖社区(江夏),550,合租,普通住宅,3室1厅2卫,25.0,精装修,朝南,中层(共6层),1,1,1,1,1,1,1,1,1,1,,3,2,1
1048,1049,武汉,江岸,三阳路,外滩三阳金城,1190,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,低层(共33层),1,1,0,1,1,1,1,1,0,1,1/6/7/8号线,3,1,1
1049,1050,武汉,洪山,光谷广场,光谷ONE39,1200,合租,普通住宅,4室1厅4卫,20.0,精装修,朝南,高层(共44层),1,1,0,1,1,1,1,0,1,1,2号线,4,4,1
1050,1051,武汉,硚口,古田,华鼎丽都国际,2700,整租,普通住宅,3室2厅1卫,103.0,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,0,1号线,3,1,2
1051,1052,武汉,江岸,江岸周边,瑞云公馆,2000,整租,普通住宅,1室2厅2卫,50.0,精装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,0,8号线,1,2,2
1052,1053,武汉,武昌,徐东,中力名居(徐东大街),3800,整租,普通住宅,3室2厅2卫,118.0,豪华装修,朝南,低层(共11层),1,1,1,1,1,1,1,1,1,1,8号线,3,2,2
1053,1054,武汉,江夏,文化大道,新长江香榭湾,450,合租,普通住宅,4室1厅2卫,9.0,精装修,朝南,高层(共32层),1,1,0,1,1,1,1,1,0,1,,4,2,1
1054,1055,武汉,东西湖,吴家山,山水星辰,1050,合租,普通住宅,4室1厅1卫,35.0,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,1/6号线,4,1,1
1055,1056,武汉,江夏,藏龙岛,保利清能西海岸(南区),1800,整租,普通住宅,2室2厅1卫,77.1,精装修,南北,高层(共30层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1056,1057,武汉,江夏,文化大道,宜化星都汇,2000,整租,普通住宅,3室2厅1卫,88.5,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,7号线,3,1,2
