id,city,district,road,community,rentalMethod,houseType,roomType,areaSize,decorateType,ori,rentTimeInfo,floorInfo,hasRefrigerator,hasWashingMachine,hasBalcony,hasCook,hasAirConditioner,hasWaterHeater,hasBed,hasWardrobe,hasSofa,hasWifi,traffic,bedroomNum,bathroomNum,hallsNum,page_views,price
"1067","武汉","江夏","文化大道","中建汤逊湖壹号","合租","普通住宅","4室1厅2卫","16","精装修","朝南",\N,"中层(共33层)","1","1","0","1","1","1","1","1","0","1",\N,"4","2","1","6343","520"
"1068","武汉","硚口","古田","招商江湾国际","整租","普通住宅","3室2厅1卫","108","精装修","东南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","0","1号线","3","1","2","64875","3400"
"1069","武汉","硚口","古田","永利新城东苑","合租","普通住宅","4室0厅2卫","16","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","0","1",\N,"4","2","0","3989","600"
"1070","武汉","武昌","徐东","水岸星城A区","整租","普通住宅","2室2厅1卫","97.9","精装修","朝南",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","4/8号线","2","1","2","69193","3000"
"1071","武汉","江夏","文化大道","江郡华府","合租","普通住宅","4室1厅1卫","10","精装修","朝南",\N,"中层(共27层)","1","1","1","1","1","1","1","1","1","1","7号线","4","1","1","92307","600"
"1072","武汉","江汉","唐家墩","荷花苑(江汉)","合租","普通住宅","4室1厅2卫","25","精装修","朝南",\N,"中层(共8层)","1","1","1","1","1","1","1","1","1","1","3/6/7号线","4","2","1","51240","800"
"1073","武汉","武昌","中北路","安顺家园","合租","普通住宅","3室2厅2卫","16","精装修","朝南",\N,"中层(共26层)","1","1","1","1","1","1","1","1","1","1","2/4号线","3","2","2","33731","599"
"1074","武汉","江夏","东湖高新","碧桂园云玺","整租","普通住宅","3室2厅2卫","108.6","精装修","朝南",\N,"低层(共16层)","1","1","1","1","1","1","1","1","1","1","11号线","3","2","2","31658","2800"
"1075","武汉","江岸","江岸周边","石桥花园(D区)","整租","普通住宅","3室3厅1卫","100","精装修","朝南",\N,"高层(共36层)","1","1","1","1","1","1","1","1","1","1","6号线","3","1","3","26046","3000"
"1076","武汉","江夏","纸坊","锦和家园光明1号","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"中层(共9层)","1","1","0","1","1","1","1","1","0","1","7号线","4","2","1","70931","650"
"1077","武汉","武昌","徐东","水岸星城A区","整租","普通住宅","2室2厅1卫","97.9","精装修","朝南",\N,"高层(共30层)","1","1","1","1","1","1","1","1","1","1","4/8号线","2","1","2","23851","3000"
"1078","武汉","沌口开发区","后官湖大道","观湖花园","合租","普通住宅","4室2厅2卫","18","精装修","南北",\N,"中层(共6层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","2","7218","599"
"1079","武汉","江汉","唐家墩","北斗花园","合租","普通住宅","5室1厅3卫","18","精装修","朝南",\N,"高层(共11层)","0","1","1","0","1","1","1","1","1","1","6号线","5","3","1","84397","750"
"1080","武汉","东西湖","吴家山","鸿达中央广场","整租","普通住宅","3室2厅2卫","124","精装修","朝南",\N,"高层(共23层)","1","1","1","1","1","1","1","1","1","0","1号线","3","2","2","25238","2500"
"1081","武汉","江岸","江汉路","京汉城市广场","整租","普通住宅","2室2厅2卫","73","精装修","东南",\N,"中层(共49层)","1","1","1","1","1","1","1","1","1","0","1/2/6/7号线","2","2","2","38520","3500"
"1082","武汉","武昌","徐家棚","绿地名邸公馆(北区)","合租","普通住宅","4室2厅3卫","25","精装修","朝南",\N,"低层(共36层)","1","1","1","1","1","1","1","1","1","1","5/7号线","4","3","2","8730","790"
"1083","武汉","江岸","二七路","金涛翰林苑","合租","公寓","4室1厅2卫","18","简单装修","朝南",\N,"中层(共18层)","1","1","1","1","1","1","1","1","1","1","1/3号线","4","2","1","16190","1000"
"1084","武汉","江夏","东湖高新","碧桂园云玺","整租","普通住宅","3室2厅2卫","108.6","精装修","朝南",\N,"低层(共16层)","1","1","1","1","1","1","1","1","1","1","11号线","3","2","2","113","2800"
"1085","武汉","江夏","江夏周边","流金港都建设公寓","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"低层(共16层)","1","1","1","1","1","1","1","1","1","1","7号线","4","2","1","62790","700"
"1086","武汉","汉阳","钟家村","新城丽景B区","合租","其他","3室1厅1卫","17","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","80227","450"
"1087","武汉","洪山","光谷广场","光谷ONE39","合租","普通住宅","4室1厅4卫","20","精装修","朝南",\N,"高层(共44层)","1","1","0","1","1","1","1","0","1","1","2号线","4","4","1","82079","1200"
"1088","武汉","江岸","大智路","融科天城(二期)","合租","普通住宅","4室1厅1卫","20","简单装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","1/6/7号线","4","1","1","89235","1200"
"1089","武汉","青山","建设七路","招商一江璟城(南区)","整租","普通住宅","2室1厅1卫","80.5","精装修","南北",\N,"高层(共46层)","1","1","1","1","1","1","1","1","1","1","5号线","2","1","1","77363","2600"
"1090","武汉","东西湖","吴家山","天合新界","整租","普通住宅","2室2厅1卫","65","精装修","南北",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","6号线","2","1","2","26964","1700"
"1091","武汉","江汉","汉口火车站","武汉天街","合租","普通住宅","4室1厅2卫","6.7","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1","2/3号线","4","2","1","27430","890"
"1092","武汉","汉阳","郭茨口","锦绣汉江4区","整租","普通住宅","2室1厅1卫","70","豪华装修","朝南",\N,"高层(共46层)","1","1","1","1","1","1","1","1","1","1","4号线","2","1","1","1073","2000"
"1093","武汉","汉阳","王家湾","龙阳熙苑","整租","普通住宅","3室2厅2卫","130","精装修","朝南",\N,"中层(共35层)","1","1","1","1","1","1","1","1","1","1","3/4号线","3","2","2","98740","2600"
"1094","武汉","洪山","珞瑜东路","南益巴黎豪庭","整租","普通住宅","3室2厅2卫","130","精装修","朝南",\N,"高层(共23层)","1","1","1","1","1","1","1","1","1","1","2号线","3","2","2","77560","4000"
"1095","武汉","硚口","古田","红星佳苑","整租","普通住宅","2室2厅1卫","75","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","32226","1700"
"1096","武汉","蔡甸","蔡甸城区","青澳都市尚巢","合租","普通住宅","2室1厅2卫","20","精装修","朝南",\N,"高层(共18层)","1","1","1","1","1","1","1","1","1","1","3号线","2","2","1","37402","1300"
"1097","武汉","江岸","后湖","塔子湖锦绣家园馨竹苑","整租","普通住宅","2室1厅1卫","65","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1","6/8号线","2","1","1","50249","1800"
"1098","武汉","江夏","金融港","关南社区三期","合租","普通住宅","4室1厅1卫","18","精装修","朝西",\N,"中层(共6层)","1","1","0","1","1","1","1","1","0","0","2/11号线","4","1","1","51708","800"
"1099","武汉","江夏","东湖高新","北大资源山水年华","合租","普通住宅","3室0厅3卫","25","精装修","朝西",\N,"中层(共10层)","1","1","1","1","1","1","1","1","1","1","11号线","3","3","0","57077","800"
"1100","武汉","江汉","常青","航天花园","合租","普通住宅","3室1厅2卫","19","精装修","朝南",\N,"中层(共12层)","1","1","1","1","1","1","1","1","1","1","2/3号线","3","2","1","65987","750"
"1101","武汉","洪山","光谷广场","风度柏林","整租","普通住宅","3室2厅2卫","118","精装修","朝南",\N,"低层(共38层)","1","1","1","1","1","1","1","1","1","0","2号线","3","2","2","81130","3000"
"1102","武汉","江汉","唐家墩","荷花苑(江汉)","合租","普通住宅","4室1厅2卫","25","精装修","朝南",\N,"中层(共8层)","1","1","1","1","1","1","1","1","1","1","3/6/7号线","4","2","1","81180","800"
"1103","武汉","江岸","江岸周边","美联时光里二期","整租","普通住宅","2室1厅1卫","64","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","6号线","2","1","1","57611","2500"
"1104","武汉","武昌","积玉桥","友谊国际","合租","普通住宅","3室1厅2卫","22","精装修","朝南",\N,"低层(共28层)","1","1","1","1","1","1","1","1","1","1","2/5/7号线","3","2","1","48520","699"
"1105","武汉","洪山","白沙洲","虹桥家园","整租","普通住宅","4室1厅3卫","182","精装修","朝南",\N,"共1层","0","0","0","0","0","0","0","0","0","0",\N,"4","3","1","30618","5300"
"1106","武汉","江汉","王家墩CBD","泛海国际居住区芸海园","整租","普通住宅","3室2厅2卫","134.6","精装修","朝南",\N,"低层(共40层)","1","1","1","1","1","1","1","1","1","1","3/7号线","3","2","2","59353","4200"
"1107","武汉","汉阳","郭茨口","锦绣汉江4区","整租","普通住宅","2室1厅1卫","70","豪华装修","朝南",\N,"高层(共46层)","1","1","1","1","1","1","1","1","1","1","4号线","2","1","1","70897","2000"
"1108","武汉","江岸","百步亭","统建新干线","合租","普通住宅","3室1厅1卫","16","精装修","朝南",\N,"高层(共31层)","1","1","1","1","1","1","1","1","0","1","1/阳逻号线","3","1","1","26393","1030"
"1109","武汉","江汉","前进/江汉","宝利金中央荣御","整租","普通住宅","3室1厅2卫","108","精装修","南北",\N,"高层(共31层)","1","1","1","1","1","1","1","1","1","1","1/2/6号线","3","2","1","41882","5000"
"1110","武汉","洪山","珞瑜东路","南益巴黎豪庭","整租","普通住宅","3室2厅2卫","130","精装修","朝南",\N,"高层(共23层)","1","1","1","1","1","1","1","1","1","1","2号线","3","2","2","74991","4000"
"1111","武汉","江岸","后湖","吉祥谷","整租","普通住宅","2室2厅1卫","98","精装修","南北",\N,"高层(共22层)","1","1","1","1","1","1","1","1","1","0","3号线","2","1","2","87012","2200"
"1112","武汉","硚口","古田","建荣嘉园","合租","普通住宅","4室1厅2卫","18","精装修","朝南",\N,"中层(共35层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","1","11539","550"
"1113","武汉","江汉","汉口火车站","万科汉口传奇唐樾","合租","普通住宅","3室1厅2卫","26","精装修","朝南",\N,"中层(共43层)","1","1","0","0","0","1","0","0","1","1","6号线","3","2","1","66742","750"
"1114","武汉","江岸","后湖","国际百纳","合租","普通住宅","4室1厅2卫","20","精装修","东南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","8号线","4","2","1","19775","700"
"1115","武汉","洪山","光谷广场","风度柏林","整租","普通住宅","3室2厅2卫","118","精装修","朝南",\N,"低层(共38层)","1","1","1","1","1","1","1","1","1","0","2号线","3","2","2","6459","3000"
"1116","武汉","江夏","藏龙岛","兆麟育龙湾(二期)","整租","普通住宅","2室2厅1卫","85","精装修","南北",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","2","77304","2000"
"1117","武汉","硚口","古田","永利新城北苑","合租","普通住宅","5室1厅2卫","16","精装修","朝南",\N,"低层(共32层)","0","1","0","1","1","1","1","1","0","1","1号线","5","2","1","66178","699"
"1118","武汉","江汉","王家墩CBD","泛海国际居住区芸海园","整租","普通住宅","3室2厅2卫","134.6","精装修","朝南",\N,"低层(共40层)","1","1","1","1","1","1","1","1","1","1","3/7号线","3","2","2","45810","4200"
"1119","武汉","武昌","中北路","复地东湖国际四期","合租","普通住宅","3室1厅2卫","30","精装修","朝南",\N,"高层(共33层)","1","1","0","1","1","1","1","1","0","0","4/8号线","3","2","1","49871","690"
"1120","武汉","洪山","珞瑜东路","葛洲坝世纪花园(三期)","整租","普通住宅","2室2厅1卫","80.5","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","95220","2600"
"1121","武汉","硚口","古田","团结佳兴园","合租","其他","5室1厅2卫","21","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"5","2","1","4018","700"
"1122","武汉","沌口开发区","沌口周边","薛峰社区","合租","普通住宅","4室1厅2卫","20","简单装修","朝南",\N,"高层(共6层)","1","1","1","1","1","1","1","1","0","1",\N,"4","2","1","89375","830"
"1123","武汉","洪山","新南湖","南湖名都A区","合租","普通住宅","5室1厅2卫","25","精装修","东南",\N,"中层(共15层)","1","1","1","1","1","1","1","1","1","1","8号线","5","2","1","30293","500"
"1124","武汉","江夏","东湖高新","现代森林小镇","合租","普通住宅","4室1厅2卫","12","精装修","朝南",\N,"低层(共12层)","1","1","1","1","1","1","1","1","1","1","2号线","4","2","1","17501","800"
"1125","武汉","洪山","白沙洲","虹桥家园","整租","普通住宅","4室1厅3卫","182","精装修","朝南",\N,"共1层","0","0","0","0","0","0","0","0","0","0",\N,"4","3","1","51521","5300"
"1126","武汉","沌口开发区","体育中心","宁康园","合租","普通住宅","4室1厅1卫","12","精装修","朝南",\N,"低层(共6层)","1","1","0","1","1","1","1","1","1","1","3/6号线","4","1","1","70140","699"
"1127","武汉","武昌","中南路","石化大院","合租","普通住宅","3室1厅1卫","15","精装修","朝南",\N,"中层(共8层)","1","1","0","1","1","1","1","1","0","1","2/4/8号线","3","1","1","20276","500"
"1128","武汉","江夏","流芳","佛祖岭D区东区","整租","普通住宅","3室2厅2卫","120","精装修","朝南",\N,"低层(共11层)","1","1","1","1","1","1","1","1","1","1","2号线","3","2","2","62288","2600"
"1129","武汉","江夏","东湖高新","北大资源山水年华","合租","普通住宅","3室0厅3卫","25","精装修","朝西",\N,"中层(共10层)","1","1","1","1","1","1","1","1","1","1","11号线","3","3","0","69168","800"
"1130","武汉","江汉","汉口火车站","浩海小区","整租","普通住宅","1室1厅1卫","57","精装修","朝南",\N,"中层(共7层)","1","1","1","1","1","1","1","1","1","0","2/6号线","1","1","1","21371","1300"
"1131","武汉","江夏","纸坊","建材花园小区","合租","普通住宅","4室1厅2卫","18","精装修","朝南",\N,"低层(共6层)","1","1","0","1","1","1","1","1","0","1","7号线","4","2","1","46145","600"
"1132","武汉","武昌","东亭","世纪彩城","合租","普通住宅","3室1厅2卫","25","精装修","朝南",\N,"中层(共30层)","1","1","0","1","1","1","1","1","0","0","4/8号线","3","2","1","18864","500"
"1133","武汉","汉阳","四新","金地澜菲溪岸J5地块","整租","普通住宅","3室2厅2卫","117.4","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","0",\N,"3","2","2","8593","2299"
"1134","武汉","武昌","武昌火车站","027社区","合租","普通住宅","2室1厅2卫","28","精装修","朝南",\N,"中层(共15层)","1","1","1","1","1","1","1","1","1","1","4号线","2","2","1","5877","500"
"1135","武汉","江汉","唐家墩","万达广场住宅小区","整租","普通住宅","2室2厅1卫","92","豪华装修","朝南",\N,"低层(共28层)","1","1","1","1","1","1","1","1","1","0","2/3/6号线","2","1","2","20033","3300"
"1136","武汉","江汉","杨汊湖","福星华府(东区)","合租","普通住宅","4室1厅1卫","21","精装修","朝南",\N,"中层(共45层)","1","1","0","1","1","1","1","1","1","0","2/6号线","4","1","1","53442","799"
"1137","武汉","江夏","东湖高新","当代国际花园","整租","普通住宅","2室2厅1卫","72.4","精装修","南北",\N,"高层(共6层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","2","82385","2600"
"1138","武汉","武昌","丁字桥","金诺雅苑","合租","其他","3室1厅2卫","23","精装修","东南",\N,"高层(共26层)","1","1","1","1","1","1","1","1","1","1",\N,"3","2","1","24954","700"
"1139","武汉","汉阳","四新","高农太子尚品","整租","普通住宅","3室2厅2卫","124","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","0",\N,"3","2","2","76557","2000"
"1140","武汉","江汉","汉口火车站","万丰花园","合租","普通住宅","3室1厅2卫","22","精装修","朝南",\N,"中层(共9层)","1","1","1","1","1","1","1","1","1","1","6号线","3","2","1","62679","1000"
"1141","武汉","洪山","关西","南湖康泰花园海棠苑","整租","普通住宅","1室1厅1卫","40","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","1","82430","1500"
"1142","武汉","东西湖","将军路","凯旋名居","合租","普通住宅","4室1厅2卫","14","精装修","朝南",\N,"低层(共31层)","1","1","0","1","1","1","1","1","1","1","2号线","4","2","1","33096","1290"
"1143","武汉","洪山","珞瑜东路","葛洲坝世纪花园(三期)","整租","普通住宅","2室2厅1卫","80.5","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"2","1","2","15593","2600"
"1144","武汉","青山","建设二路","吾行里(商住楼)","整租","普通住宅","1室0厅1卫","38","精装修","朝南",\N,"中层(共18层)","0","0","0","0","1","1","1","1","1","1","5号线","1","1","0","91646","1700"
"1145","武汉","江岸","后湖","碧桂园蜜柚","整租","普通住宅","1室1厅1卫","47","精装修","朝南",\N,"高层(共18层)","1","1","1","1","1","1","1","1","1","1","3号线","1","1","1","88425","1300"
"1146","武汉","汉阳","四新","高农太子尚品","整租","普通住宅","3室2厅2卫","124","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","0",\N,"3","2","2","29989","2000"
"1147","武汉","武昌","南湖花园","虹顶家园","合租","普通住宅","2室1厅1卫","30","精装修","南北",\N,"中层(共7层)","1","1","1","1","1","1","1","1","1","1","7号线","2","1","1","65073","500"
"1148","武汉","江汉","汉口火车站","浩海小区","整租","普通住宅","1室1厅1卫","57","精装修","朝南",\N,"中层(共7层)","1","1","1","1","1","1","1","1","1","0","2/6号线","1","1","1","5764","1300"
"1149","武汉","江汉","万松园","东一时区","合租","普通住宅","3室1厅2卫","20","精装修","朝南",\N,"中层(共14层)","1","1","1","1","1","1","1","1","1","1","1/2/7号线","3","2","1","97445","600"
"1150","武汉","黄陂","盘龙城","美景天城","合租","普通住宅","4室1厅2卫","20","精装修","朝南",\N,"高层(共12层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","1","13061","520"
"1151","武汉","汉阳","汉阳周边","兰亭大境","整租","普通住宅","2室2厅2卫","88","豪华装修","朝南",\N,"中层(共25层)","1","1","1","1","1","1","1","1","1","1","6/16号线","2","2","2","68591","2500"
"1152","武汉","江汉","北湖","东自大厦","合租","普通住宅","2室1厅1卫","30","精装修","朝南",\N,"中层(共19层)","0","1","0","1","1","1","1","1","0","1","1/2/6号线","2","1","1","82085","500"
"1153","武汉","洪山","光谷软件园","曙光星城B区","合租","普通住宅","4室2厅2卫","130","精装修","朝南",\N,"低层(共35层)","1","1","1","1","1","1","1","1","1","1",\N,"4","2","2","22667","1000"
"1154","武汉","洪山","欢乐谷","金科城","合租","普通住宅","5室1厅4卫","22","精装修","朝南",\N,"中层(共48层)","0","1","0","0","1","1","1","1","0","1","4号线","5","4","1","38866","990"
"1155","武汉","洪山","光谷东","世界城创世界","整租","普通住宅","1室0厅1卫","45","精装修","朝南",\N,"中层(共19层)","0","1","0","1","1","1","1","1","0","0","11号线","1","1","0","71313","1250"
"1156","武汉","汉阳","钟家村","邓甲新城C区","合租","普通住宅","5室1厅2卫","15","精装修","朝南",\N,"高层(共32层)","1","1","1","1","1","1","1","1","1","1","6号线","5","2","1","64329","500"
"1157","武汉","江夏","文化大道","联投龙湾(三期)","整租","普通住宅","3室2厅1卫","92.3","精装修","南北",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","0",\N,"3","1","2","54779","2200"
"1158","武汉","江岸","后湖","汉口花园五期","合租","普通住宅","4室1厅2卫","15","精装修","朝南",\N,"低层(共33层)","1","1","1","1","1","1","1","1","1","1","6号线","4","2","1","59584","1099"
"1159","武汉","洪山","珞狮南路","大华南湖公园世家中区","整租","普通住宅","3室2厅1卫","128.3","精装修","南北",\N,"中层(共11层)","1","1","1","1","1","1","1","1","1","0","8号线","3","1","2","24780","2800"
"1160","武汉","江岸","后湖","汉口花园五期","合租","普通住宅","4室1厅2卫","15","精装修","朝南",\N,"高层(共13层)","1","1","1","1","1","1","1","1","1","1","6号线","4","2","1","8156","600"
"1161","武汉","洪山","卓刀泉","卓刀泉教师小区","合租","普通住宅","4室1厅4卫","20","精装修","朝南",\N,"中层(共8层)","1","1","1","1","1","1","1","1","1","1","2号线","4","4","1","53158","800"
"1162","武汉","武昌","东亭","世纪彩城","合租","普通住宅","3室1厅2卫","119","精装修","朝南",\N,"中层(共18层)","1","1","1","1","1","1","1","1","1","1","4/8号线","3","2","1","72162","850"
"1163","武汉","江岸","后湖","国际百纳","合租","普通住宅","3室1厅1卫","25","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","8号线","3","1","1","56200","700"
"1164","武汉","洪山","关西","南湖锦城","整租","普通住宅","2室1厅1卫","72","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","1","28473","2200"
"1165","武汉","江岸","后湖","盛景花园","合租","普通住宅","4室1厅2卫","18","精装修","朝南",\N,"低层(共28层)","1","1","0","1","1","1","1","1","0","1","8号线","4","2","1","35534","700"
"1166","武汉","武昌","南湖花园","景虹花园(一期)","合租","普通住宅","4室2厅2卫","20","精装修","南北",\N,"低层(共12层)","1","1","1","1","1","1","1","1","1","1","7号线","4","2","2","41898","500"
"1167","武汉","硚口","古田","永利新城北苑","合租","普通住宅","5室1厅2卫","16","精装修","朝南",\N,"低层(共32层)","0","1","0","1","1","1","1","1","0","1","1号线","5","2","1","51109","699"
"1168","武汉","青山","建设二路","吾行里(商住楼)","整租","普通住宅","1室0厅1卫","38","精装修","朝南",\N,"中层(共18层)","0","0","0","0","1","1","1","1","1","1","5号线","1","1","0","48918","1700"
"1169","武汉","武昌","南湖花园","雄楚春天","合租","普通住宅","4室1厅2卫","21","精装修","朝南",\N,"低层(共29层)","1","1","1","1","1","1","1","1","1","1","4号线","4","2","1","64655","500"
"1170","武汉","汉阳","钟家村","地铁汉阳城","整租","普通住宅","3室2厅2卫","110","精装修","南北",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1","4号线","3","2","2","39746","3000"
"1171","武汉","江夏","东湖高新","当代国际花园","整租","普通住宅","2室2厅1卫","72.4","精装修","南北",\N,"高层(共6层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","2","79585","2600"
"1172","武汉","沌口开发区","郭徐岭广场","新都国际嘉园","合租","普通住宅","4室1厅2卫","15","简单装修","朝南",\N,"高层(共11层)","1","1","0","1","1","1","1","1","1","1","3号线","4","2","1","45168","750"
"1173","武汉","汉阳","钟家村","远洋东方境世界观8号地块","合租","普通住宅","3室2厅2卫","20","精装修","朝南",\N,"低层(共55层)","1","1","1","1","1","1","1","1","0","1","4/6号线","3","2","2","88384","1560"
"1174","武汉","黄陂","盘龙城","珑璟轩","合租","普通住宅","4室1厅2卫","19","简单装修","朝南",\N,"低层(共23层)","1","1","1","1","1","1","1","1","1","1","2/7号线","4","2","1","63156","700"
"1175","武汉","洪山","光谷东","世界城创世界","整租","普通住宅","1室0厅1卫","45","精装修","朝南",\N,"中层(共19层)","0","1","0","1","1","1","1","1","0","0","11号线","1","1","0","55715","1250"
"1176","武汉","江汉","杨汊湖","福星华府(东区)","合租","普通住宅","4室1厅1卫","21","精装修","朝南",\N,"中层(共45层)","1","1","0","1","1","1","1","1","1","0","2/6号线","4","1","1","68363","799"
"1177","武汉","洪山","关西","南湖锦城","整租","普通住宅","2室1厅1卫","72","精装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","1","1","2号线","2","1","1","75679","2200"
"1178","武汉","洪山","关西","康卓新城","整租","普通住宅","3室2厅2卫","105","精装修","朝南",\N,"低层(共36层)","1","1","1","1","1","1","1","1","1","1","2号线","3","2","2","93971","3300"
"1179","武汉","武昌","南湖花园","雄楚春天","合租","普通住宅","4室1厅1卫","20","精装修","南北",\N,"低层(共20层)","1","1","1","1","1","1","1","1","1","1","4号线","4","1","1","57554","500"
"1180","武汉","江夏","东湖高新","旭辉御府(别墅)","合租","别墅","8室0厅8卫","20","精装修","朝南",\N,"共3层","0","1","0","0","1","1","1","1","0","1",\N,"8","8","0","32670","850"
"1181","武汉","江夏","东湖高新","旭辉御府","合租","普通住宅","3室1厅1卫","15","精装修","朝南",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"3","1","1","5079","860"
"1182","武汉","江汉","万松园","东一时区","合租","普通住宅","3室1厅2卫","20","精装修","朝南",\N,"中层(共14层)","1","1","1","1","1","1","1","1","1","1","1/2/7号线","3","2","1","83724","600"
"1183","武汉","黄陂","盘龙城","珩生领袖城","合租","普通住宅","4室1厅2卫","18","精装修","朝南",\N,"低层(共21层)","1","1","1","1","1","1","1","1","1","1","2/7号线","4","2","1","50609","450"
"1184","武汉","蔡甸","蔡甸城区","青澳都市尚巢","合租","普通住宅","2室1厅2卫","20","精装修","朝南",\N,"高层(共18层)","1","1","1","1","1","1","1","1","1","1","3号线","2","2","1","51917","1300"
"1185","武汉","江夏","金融港","关南社区四期","合租","普通住宅","3室2厅1卫","29.5","精装修","朝南",\N,"高层(共35层)","1","1","1","1","1","1","1","1","1","1","2/11号线","3","1","2","4601","650"
"1186","武汉","江汉","前进/江汉","安顺佳园","合租","普通住宅","3室1厅2卫","35","精装修","朝南",\N,"中层(共28层)","1","1","1","1","1","1","1","1","1","1","1/2/6号线","3","2","1","46596","600"
"1187","武汉","武昌","徐家棚","三角花园王家湾小区","合租","普通住宅","4室1厅1卫","25","精装修","朝南",\N,"中层(共24层)","1","1","1","1","1","1","1","1","1","1","5/7号线","4","1","1","51667","560"
"1188","武汉","武昌","丁字桥","百瑞景中央生活区(三期)","整租","普通住宅","2室2厅1卫","87","精装修","南北",\N,"中层(共32层)","0","0","0","0","0","0","0","0","0","0","2号线","2","1","2","14204","2605"
"1189","武汉","武昌","丁字桥","岭地金居","整租","普通住宅","1室0厅1卫","40","精装修","朝南",\N,"中层(共10层)","1","1","1","1","1","1","1","1","1","1","2号线","1","1","0","12362","1700"
"1190","武汉","青山","余家头","奥山世纪城CC尚品","合租","普通住宅","4室0厅2卫","20","精装修","朝南",\N,"高层(共41层)","1","1","0","0","0","1","0","0","0","0","5号线","4","2","0","83393","680"
"1191","武汉","洪山","光谷东","龙湖新壹城","合租","其他","4室0厅4卫","35","精装修","朝南",\N,"低层(共16层)","1","1","1","1","1","1","1","1","1","1","11号线","4","4","0","41794","1000"
"1192","武汉","洪山","铁机路","徐东馨苑","合租","普通住宅","3室2厅2卫","30","简单装修","朝南",\N,"中层(共33层)","1","1","1","1","1","1","1","1","0","1","5/8号线","3","2","2","90545","750"
"1193","武汉","江夏","东湖高新","旭辉御府","合租","普通住宅","4室1厅1卫","15","精装修","朝北",\N,"中层(共32层)","1","1","1","1","1","1","1","1","1","1",\N,"4","1","1","25772","800"
"1194","武汉","江汉","常青","凯旋佳园","合租","普通住宅","3室1厅1卫","21","精装修","朝南",\N,"低层(共7层)","1","1","0","0","0","1","0","0","1","1",\N,"3","1","1","56068","650"
"1195","武汉","江岸","后湖","新地东方明珠","整租","普通住宅","3室2厅2卫","126","精装修","南北",\N,"低层(共18层)","1","1","1","1","1","1","1","1","1","1","3号线","3","2","2","87412","2600"
"1196","武汉","黄陂","盘龙城","08经典","整租","普通住宅","3室2厅1卫","86.7","精装修","朝南",\N,"低层(共18层)","1","1","1","1","1","1","0","1","1","0",\N,"3","1","2","83843","1800"
"1197","武汉","江岸","后湖","国际百纳","合租","普通住宅","3室1厅1卫","25","精装修","朝南",\N,"高层(共33层)","1","1","1","1","1","1","1","1","1","1","8号线","3","1","1","33817","700"
"1198","武汉","武昌","积玉桥","友谊国际","合租","普通住宅","4室1厅2卫","23","精装修","朝南",\N,"低层(共23层)","1","1","1","1","1","1","1","1","1","1","2/5/7号线","4","2","1","81644","500"
"1199","武汉","武昌","武昌火车站","佳兆业广场天御","整租","普通住宅","3室2厅2卫","153.1","豪华装修","南北",\N,"低层(共32层)","1","1","1","1","1","1","1","1","1","1","2/4/7号线","3","2","2","56607","5200"
